# Name, mesh, posX, posY, posZ, orientationX, orientationY, orientationZ, orientationW,
# scaleX, scaleY, scaleZ, restitution, friction, mass,
# animate, xMovement, yMovement, zMovement, speed, rotationX, rotationY, rotationZ, billboard
# Note: Do not leave spaces between commas and values
#		animate and billboard are boolean values (0, 1)
GoldCoconut,Coco.mesh,1501.3,33.4312,2207.25,-0.305722,0.297282,-0.637716,-0.641463,13.3779,13.3779,13.3779,0.1,0.92,0,0,0,0,0,1,0,0,0,0,
GoldCoconut,Coco.mesh,878.33,24.4155,1573.79,-0.305722,0.297282,-0.637716,-0.641463,13.3779,13.3779,13.3779,0.1,0.92,0,0,0,0,0,1,0,0,0,0,
GoldCoconut,Coco.mesh,2367.66,146.727,586.907,-0.305722,0.297282,-0.637716,-0.641463,13.3779,13.3779,13.3779,0.1,0.92,0,0,0,0,0,1,0,0,0,0,
GoldCoconut,Coco.mesh,2608.52,54.4561,1519.56,-0.305722,0.297282,-0.637716,-0.641463,13.3779,13.3779,13.3779,0.1,0.92,0,0,0,0,0,1,0,0,0,0,
GoldCoconut,Coco.mesh,2481.63,211.744,2516.09,-0.305722,0.297282,-0.637716,-0.641463,13.3779,13.3779,13.3779,0.1,0.92,0,0,0,0,0,1,0,0,0,0,
Palm,Palm1.mesh,1247.66,407.87,1729.68,0.442824,-0.382603,0.0485968,-0.809419,15,15,15,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm2.mesh,1294.56,203.141,2062.32,0.554779,0.280885,-0.275185,-0.733211,6.144,6.144,6.144,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm2.mesh,1538.81,321.898,1896.68,0.623208,-0.308525,0.275681,-0.663645,8.84736,8.84736,8.84736,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm2.mesh,1499.19,270.704,1744.03,0.658835,0.222515,-0.274331,-0.664204,6.52298,6.52298,6.52298,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm1.mesh,1739.86,435.841,1260.48,0.577606,-0.38723,0.359945,-0.621984,13.5261,13.5261,13.5261,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm2.mesh,1829.97,316.555,916.794,-0.38723,-0.577606,0.621983,0.359946,8.65668,8.65668,8.65668,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm2.mesh,1312.14,197.972,1497.84,-0.694395,-0.108575,-0.038294,0.710325,6.92534,6.92534,6.92534,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm1.mesh,1547.42,234.735,1352.72,-0.61199,0.242389,-0.403992,0.635221,6.92534,6.92534,6.92534,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm2.mesh,2440.36,352.393,995.736,0.15661,-0.753654,0.637057,-0.0404664,9.19065,9.19065,9.19065,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm2.mesh,2390.32,329.73,1237.07,-0.297673,-0.49399,0.443703,0.685924,9.19065,9.19065,9.19065,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm1.mesh,2397.36,232.137,923.575,-0.624194,-0.248875,0.367642,0.64287,4.3367,4.3367,4.3367,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm1.mesh,2267.41,276.853,1705.92,-0.504321,-0.106941,0.107328,0.85012,7.49381,7.49381,7.49381,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm2.mesh,1941.8,295.082,2098.66,-0.327316,0.787345,-0.521558,-0.0304918,7.49381,7.49381,7.49381,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm2.mesh,2406.74,457.292,2489.49,0.179009,0.679659,-0.572058,-0.422811,10.7911,10.7911,10.7911,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm1.mesh,2551.22,332.218,2467.25,0.0105559,0.634231,-0.759248,-0.145538,6.9063,6.9063,6.9063,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm1.mesh,2773.86,488.139,2017.02,0.277928,0.407598,-0.548188,-0.67536,17.1851,17.1851,17.1851,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm1.mesh,1237,359.44,810.894,0.231511,0.57732,-0.590275,-0.514471,10.5585,10.5585,10.5585,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm2.mesh,899.547,294.098,1065.69,0.553933,0.105159,-0.152101,-0.811767,8.10894,8.10894,8.10894,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm2.mesh,624.007,311.822,1041.36,0.542682,-0.41686,0.5202,-0.510995,10.7614,10.7614,10.7614,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm2.mesh,1118.66,225.447,867.175,0.674781,-0.0554716,-0.0945939,-0.729826,5.50984,5.50984,5.50984,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm2.mesh,1881,221.991,2003.93,0.296055,-0.910232,0.281882,0.0661221,5.28945,5.28945,5.28945,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm2.mesh,421.168,442.14,2415.98,0.296055,-0.910232,0.281882,0.0661221,15.1624,15.1624,15.1624,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm2.mesh,2182.25,444.445,733.732,0.296055,-0.910232,0.281882,0.0661221,15.1624,15.1624,15.1624,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm1.mesh,2324.31,295.29,813.352,0.198765,-0.623758,0.746052,-0.121757,7.76317,7.76317,7.76317,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm1.mesh,1582.8,322.245,516.952,0.598211,-0.136188,0.112956,-0.781561,10.7318,10.7318,10.7318,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm1.mesh,867.025,193.231,1047.99,0.0360506,-0.82312,0.540693,0.169781,4.39575,4.39575,4.39575,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm1.mesh,975.342,171.85,1126.49,-0.576419,0.0534647,-0.323962,0.748285,4.39575,4.39575,4.39575,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm1.mesh,794.81,541.821,149.96,-0.509997,0.445189,0.0278686,0.735481,22.6811,22.6811,22.6811,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Palm,Palm1.mesh,1813.69,420.953,2341.2,-0.386406,0.807279,-0.370884,0.247864,13.3779,13.3779,13.3779,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
#Puzzle 1
Crate,Crate.mesh,1030,133,1534,1,0,0,0,31.104,31.104,31.104,0.1,0.9,0,0,0,0,0,1,0,0,0,0,
Orange,Jenga.mesh,1030,190,1534,1,0,0,0,12.7402,12.7402,12.7402,0.1,0.7,0,0,0,0,0,1,0,0,0,0,
Blue,Jenga.mesh,1030,190,1549,1,0,0,0,12.7402,12.7402,12.7402,0.1,0.71,0,0,0,0,0,1,0,0,0,0,
Blue,Jenga.mesh,1030,190,1519,1,0,0,0,12.7402,12.7402,12.7402,0.1,0.71,0,0,0,0,0,1,0,0,0,0,
Blue,Jenga.mesh,1030,223,1534,0.707107,0.707107,0,0,12.7402,12.7402,12.7402,0.1,0.71,0,0,0,0,0,1,0,0,0,0,
#Puzzle 2
Crate,Crate.mesh,2617,220,2272,1,0,0,0,37.3248,37.3248,37.3248,0.1,0.9,0,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,2530,220,2266,1,0,0,0,37.3248,37.3248,37.3248,0.1,0.9,0,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,2455,220,2266,1,0,0,0,37.3248,37.3248,37.3248,0.1,0.9,0,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,2383,220,2266,1,0,0,0,37.3248,37.3248,37.3248,0.1,0.9,0,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,2308,220,2266,1,0,0,0,37.3248,37.3248,37.3248,0.1,0.9,0,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,2233,220,2266,1,0,0,0,37.3248,37.3248,37.3248,0.1,0.9,0,0,0,0,0,1,0,0,0,0,
Orange,Jenga.mesh,2536,307,2272,1,0,0,0,23.8879,23.8879,23.8879,0.1,0.7,0,0,0,0,0,1,0,0,0,0,
Blue,Jenga.mesh,2479,307,2272,1,0,0,0,23.8879,23.8879,23.8879,0.1,0.71,0,0,0,0,0,1,0,0,0,0,
Blue,Jenga.mesh,2446,304,2272,1,0,0,0,23.8879,23.8879,23.8879,0.1,0.71,0,0,0,0,0,1,0,0,0,0,
Blue,Jenga.mesh,2407,307,2272,1,0,0,0,23.8879,23.8879,23.8879,0.1,0.71,0,0,0,0,0,1,0,0,0,0,
Blue,Jenga.mesh,2521,397,2269,1,0,0,0,19.1103,19.1103,19.1103,0.1,0.71,0,0,0,0,0,1,0,0,0,0,
Blue,Jenga.mesh,2506,475,2269,1,0,0,0,19.1103,19.1103,19.1103,0.1,0.71,0,0,0,0,0,1,0,0,0,0,
Red,Jenga.mesh,2506,307,2272,1,0,0,0,23.8879,23.8879,23.8879,0.1,0.72,0,0,0,0,0,1,0,0,0,0,
Red,Jenga.mesh,2491,397,2269,1,0,0,0,19.1103,19.1103,19.1103,0.1,0.72,0,0,0,0,0,1,0,0,0,0,
